"","GSM3141461_CON_GC_1.CEL","GSM3141462_CON_GC_2.CEL","GSM3141463_CON_GC_3.CEL","GSM3141464_PCOS_GC_1.CEL","GSM3141465_PCOS_GC_2.CEL","GSM3141466_PCOS_GC_3.CEL"
"TC16001715.hg.1",5.05078548566734,5.20159270414057,5.25085999098062,5.07746994420757,5.22668881477511,5.24486599652643
"TC16001716.hg.1",8.15786996629414,8.90726111034325,8.72955699944584,8.4689426026037,8.48407197667581,8.38303378510064
"TC16001717.hg.1",6.24644331479153,6.7055687320761,6.58332358311877,6.4395042831122,6.46314746417078,6.33995178753356
"TC16001718.hg.1",6.19885205217892,6.29178831736526,6.24448991666524,6.41344021827312,6.11582341130954,6.30025264946489
"TC16001719.hg.1",5.93350926588241,6.05709257614046,6.02799645248954,5.9028685225159,6.12300681102557,6.17167002404572
"TC16001720.hg.1",9.35379471336662,9.79545011368982,9.7233450223561,9.21524990507275,9.3735154185437,9.38304366775756
"TC16001721.hg.1",6.59224630825366,6.86011131729373,6.80571720104863,6.84952878416756,6.73229577639533,6.72325937052155
"TC16001722.hg.1",7.19903610354325,7.50237132295561,7.54381261240164,7.67303600332534,7.4890666170863,7.33685478536318
"TC16001723.hg.1",6.6160332486637,6.71044476727286,6.51878072988803,6.59445939831373,6.76334130062845,6.66320609903203
"TC16001724.hg.1",8.56221032736228,8.59059166949685,8.8565035236705,9.25615298442736,8.36480708041175,9.43281975295571
"TC16001725.hg.1",10.1189710175803,10.02169622455,10.0728417713944,10.7493837258384,9.68735563436467,10.614416884018
"TC16001726.hg.1",7.46352475796149,7.80007328388899,7.71701689858861,7.97368259944141,7.56520467792399,7.97149317013077
"TC16001727.hg.1",6.52566475980215,6.53456087202315,6.59084924565515,7.12598256448244,6.59694972461035,6.86299359848297
"TC16001728.hg.1",4.38756416918358,4.37470119730588,4.28091704818332,4.35948725270011,4.49202818567245,4.472264133964
"TC16001729.hg.1",7.57661467424143,8.46342447187681,7.37206870007584,7.49910432178327,8.59983990643749,7.47953186575357
"TC16001730.hg.1",4.64692770849618,4.87425753224983,4.81719660847885,4.90332004275472,4.93584812592035,4.69782438806705
"TC16001731.hg.1",4.29989105546352,4.39079392903884,4.519760721984,4.42749663381603,4.50510047170508,4.28075379452492
"TC16001732.hg.1",6.66962259705647,6.66148148781792,6.75416254128895,6.61330382978651,7.08006004405758,6.64502134963018
