"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation"
"PRKRA",0.0729023383499303,10.0699382044727,0.56017150455083,0.591312352323855,0.78708018524891,-6.86392610935177,"Not Significant"
"RIMS2",0.0799517655289126,6.58106655281109,0.560153724728858,0.591323894971263,0.78708018524891,-6.8639368381303,"Not Significant"
"ZNF225",-0.0296451971922256,5.97013713401506,-0.560042377491348,0.591396184354833,0.787108935515715,-6.86400402063912,"Not Significant"
"FBRS",0.0953902216618339,7.2525106733665,0.559784508057915,0.591563618369681,0.787264301169387,-6.86415956160254,"Not Significant"
"INPP5A",-0.0415339448086876,10.4706521374908,-0.559692460868564,0.591623390749399,0.787268495285582,-6.86421506639012,"Not Significant"
"C2orf68",-0.0615918527727199,6.9585359110094,-0.559543330176277,0.591720238352416,0.787268495285582,-6.86430497489185,"Not Significant"
"LINC02226",-0.0642814502106681,6.22294138773976,-0.559527698892536,0.591730390039648,0.787268495285582,-6.86431439746424,"Not Significant"
"CTBS",-0.0959078256631649,8.36516410253908,-0.559461775484937,0.591773204846597,0.787268495285582,-6.86435413357246,"Not Significant"
"KCNC4",-0.16121404945085,7.5945565079803,-0.559389311424386,0.591820269543315,0.787268495285582,-6.86439780716038,"Not Significant"
"TXNDC16",-0.213041553278948,7.18643057316039,-0.559237702522363,0.591918744739796,0.787301337918155,-6.86448916394017,"Not Significant"
"PECR",0.0906760155901178,7.17230102377134,0.559195185383061,0.591946362712162,0.787301337918155,-6.86451477990302,"Not Significant"
"PTRH1",-0.128290586688244,8.00685802906472,-0.558975951375456,0.592088782452574,0.787423313970844,-6.86464683675193,"Not Significant"
"LOC101928487",-0.0978061281249163,6.80211164269726,-0.558735504118089,0.592245004630161,0.787563623524633,-6.86479161666879,"Not Significant"
"SLC20A1",-0.118725094653183,9.38456427520464,-0.558537099265694,0.592373928393632,0.78766437599233,-6.86491103848008,"Not Significant"
"STK11",0.0524239268387046,8.20568950248495,0.558462786442464,0.592422220969502,0.78766437599233,-6.86495575803196,"Not Significant"
"REEP5",0.0593342185229826,11.3868877402338,0.558334659861325,0.592505489808415,0.787707640902832,-6.86503284844835,"Not Significant"
"PLSCR1",-0.11890211240049,8.00642005246858,-0.558195755923333,0.59259577010785,0.787760219008192,-6.86511640490584,"Not Significant"
"ORAI2",-0.0457982063252711,8.0368853911221,-0.557903873130685,0.592785503439223,0.787887316342098,-6.86529192204039,"Not Significant"
"GOLM2",0.0246815377016265,9.00370892801222,0.557892558265351,0.592792859146363,0.787887316342098,-6.8652987242762,"Not Significant"
"SLC45A2",-0.0256648447064727,6.24468070267237,-0.557660529428974,0.592943710432794,0.788015294953645,-6.86543818662027,"Not Significant"
"NR2C1",0.142269640435366,8.11469208986092,0.557550509119487,0.593015246475306,0.788015294953645,-6.8655042963103,"Not Significant"
"TNKS1BP1",-0.113678965308004,7.75090582153646,-0.557458846154944,0.593074850072357,0.788015294953645,-6.86555936614405,"Not Significant"
"CYP2D7",0.0904749884775145,7.31925688176155,0.557432257117243,0.593092140141888,0.788015294953645,-6.86557533890653,"Not Significant"
"SULT2B1",0.0828306509117755,6.79761401576217,0.557289374123685,0.593185057518879,0.788071318716047,-6.86566116060489,"Not Significant"
"CDR2L",0.137282971156889,9.56857582073658,0.557109748635686,0.593301880088399,0.788159089230273,-6.86576902266161,"Not Significant"
"TXLNA",-0.021819232385206,7.46513425730066,-0.556976645994965,0.593388453904567,0.788173831291618,-6.86584892786398,"Not Significant"
"KHDRBS1",-0.0336591484019078,9.34434565736031,-0.556936612948251,0.593414493922611,0.788173831291618,-6.86587295736818,"Not Significant"
"HOOK3",0.0685359692443033,7.29014666927644,0.556443811485694,0.593735094728106,0.78853220586196,-6.86616862692031,"Not Significant"
"KCNS3",-0.112473324533778,6.18338301860109,-0.556348449771259,0.593797145029007,0.788547170786831,-6.86622581389297,"Not Significant"
"PPP1R27",-0.0447545746935205,7.00933982188208,-0.555155472497571,0.594573697856529,0.789510892792559,-6.86694046050413,"Not Significant"
"UFL1",0.161394037531476,8.53204051473324,0.554997185175868,0.594676774923478,0.789580244635465,-6.8670351753635,"Not Significant"
"GABPB1-IT1",0.118091341285093,6.6382384477568,0.554770612877724,0.594824336445757,0.789638206859562,-6.86717070675909,"Not Significant"
"CPSF4",-0.0339289469444068,9.84542025583223,-0.55455782654012,0.594962937830558,0.789638206859562,-6.86729794516436,"Not Significant"
"TMEM263",0.0455012043462659,12.1556822980108,0.554530723424112,0.594980593103956,0.789638206859562,-6.86731414859831,"Not Significant"
"POGLUT1",0.0435631488819013,8.98009981957852,0.554429628707194,0.595046449878648,0.789638206859562,-6.86737458101897,"Not Significant"
"RAX2",0.0684957399526542,7.49317767035226,0.554427399463792,0.595047902134065,0.789638206859562,-6.86737591350201,"Not Significant"
"PRKCD",-0.0664935504303319,6.74255660305175,-0.554344294755691,0.595102042639639,0.789638206859562,-6.86742558405534,"Not Significant"
"ADAM20",0.0334630972134979,6.47811685400721,0.554276203924898,0.595146404023888,0.789638206859562,-6.86746627589902,"Not Significant"
"PHF8",-0.0372160961329397,7.28603738222475,-0.554257419278767,0.59515864259843,0.789638206859562,-6.86747750100256,"Not Significant"
"ZNF721",0.0684456696000444,7.33812538000128,0.554227551507793,0.595178102336702,0.789638206859562,-6.86749534830428,"Not Significant"
"PDX1",-0.053705307892483,5.84946451863368,-0.554107660767596,0.595256218230932,0.789640054579005,-6.8675669793452,"Not Significant"
"RPAP2",0.0636668277982508,7.32841199174851,0.553951135366835,0.595358212256703,0.789640054579005,-6.86766047695492,"Not Significant"
"PHOX2A",0.0836766739150017,6.66473244736281,0.55394974402591,0.595359118915989,0.789640054579005,-6.86766130793792,"Not Significant"
"CLDN15",-0.036164437702694,6.7192892234773,-0.553913241795692,0.595382905655009,0.789640054579005,-6.86768310832838,"Not Significant"
"LEO1",0.178897588060148,7.58976707565927,0.553767411361271,0.595477941515079,0.789698648547796,-6.86777019006692,"Not Significant"
"IGFBP3",-0.109552010230944,13.6239643093112,-0.553582118789757,0.5955987063854,0.789786759925168,-6.8678808058577,"Not Significant"
"TCF12",0.100479925602301,8.26553335791612,0.553509396878359,0.595646106741605,0.789786759925168,-6.86792420998475,"Not Significant"
"PXDC1",0.0900427002757986,9.13606786866948,0.553044081003143,0.595949450076743,0.790121504507485,-6.86820180956337,"Not Significant"
"HACD1",-0.0790696045939683,8.63763244483802,-0.552596868617937,0.596241071562568,0.790432188287626,-6.86846840585771,"Not Significant"
"WARS2",0.105082236824734,7.59092998760677,0.552502594623727,0.59630255642994,0.790432188287626,-6.86852457992152,"Not Significant"
"PTPRH",0.093385862478101,6.27029962968911,0.552450560162225,0.596336494448064,0.790432188287626,-6.86855558136579,"Not Significant"
"DNASE1L1",-0.0950081124099675,9.38876334170458,-0.552075527950463,0.596581130051002,0.790567814326018,-6.86877894088538,"Not Significant"
"CPEB2",-0.0467942791567229,8.46501623198007,-0.552060974234396,0.59659062463118,0.790567814326018,-6.86878760588145,"Not Significant"
"POU2F2",0.0581034515137873,6.96637268380485,0.552059549884332,0.596591553855762,0.790567814326018,-6.86878845390012,"Not Significant"
"AIDA",0.0744332795947429,11.5639584162985,0.551877118158468,0.596710576137932,0.790658061803038,-6.86889705201171,"Not Significant"
"DMAC2L",0.0900464175589129,7.64010647739005,0.5517571224187,0.596788870976411,0.790694333491614,-6.86896846511171,"Not Significant"
"RAP2C",0.0592555383428923,9.42107506698762,0.55141558079758,0.597011750949199,0.790922145613784,-6.86917164839991,"Not Significant"
"PSMD2",-0.0840459002620246,12.0397364242092,-0.551188222974373,0.597160143250711,0.790942582757695,-6.86930683928774,"Not Significant"
"TNIK",-0.0819027584630865,7.12661804824629,-0.551158720272658,0.597179400607749,0.790942582757695,-6.86932437833024,"Not Significant"
"SPATC1L",-0.069622355288427,8.28335630214463,-0.551153320606334,0.59718292517952,0.790942582757695,-6.86932758828062,"Not Significant"
"SLC2A4RG",-0.0411801427436167,8.26114542591467,-0.551079788344571,0.597230923675552,0.790942582757695,-6.86937129826027,"Not Significant"
"NANS",0.0455059408202576,8.58517561295034,0.550562350483073,0.597568743221475,0.791322483774779,-6.86967872795118,"Not Significant"
"PHC1",-0.038367352888244,7.35810688959316,-0.550242494663685,0.597777619764935,0.791531583500462,-6.86986863317841,"Not Significant"
"PWP2",0.0719782305966135,6.50744095996858,0.549773309079692,0.598084085958564,0.791869857329858,-6.87014701425062,"Not Significant"
"TEC",-0.0451359954451274,5.95662200076338,-0.549511922004823,0.59825485803918,0.79202842830867,-6.87030200744756,"Not Significant"
"SRCAP",0.0375734130613736,6.76189861059809,0.548913126082233,0.598646170059084,0.792478919750849,-6.87065681535837,"Not Significant"
"APLF",0.0474351527231738,6.04454735715,0.548662262161943,0.598810150750727,0.792628422202479,-6.87080535492991,"Not Significant"
"CREB1",0.064041619728914,7.75077014864306,0.548150141147413,0.599144981975738,0.792941103349512,-6.87110839320988,"Not Significant"
"ZNF703",0.17128383741618,9.43056469651516,0.548144755521996,0.599148503709417,0.792941103349512,-6.87111157866606,"Not Significant"
"ZNF771",-0.0310859285301568,6.54696510881231,-0.547974797354557,0.599259647474201,0.793018082159085,-6.87121208960513,"Not Significant"
"RHOD",-0.0620828284713735,9.29257204186428,-0.547899625527442,0.599308809514224,0.793018082159085,-6.87125653600886,"Not Significant"
"FAM174C",0.0610262824718202,9.78287540387482,0.547746295554997,0.599409093460312,0.793083197277755,-6.87134717704807,"Not Significant"
"CERS3",0.0453748767371014,5.98226840352245,0.547059081335553,0.599858671618958,0.793572860256183,-6.87175313577128,"Not Significant"
"ZBTB14",0.0487933470683375,6.88798882579594,0.546839596456234,0.60000229821364,0.793572860256183,-6.87188269302307,"Not Significant"
"KCTD5",-0.0340595427028383,7.68745748199157,-0.546711627640611,0.600086047148182,0.793572860256183,-6.87195820810927,"Not Significant"
"EEF1AKMT2",-0.172475918724396,7.04772882628423,-0.546709655594167,0.600087337799892,0.793572860256183,-6.87195937169663,"Not Significant"
"CWC22",0.251300045710796,7.51368947004207,0.546697412385884,0.600095350686476,0.793572860256183,-6.87196659559915,"Not Significant"
"MAPKAPK2",0.0487562453162047,7.49523779622929,0.546418520602516,0.600277894478944,0.793572860256183,-6.8721311105721,"Not Significant"
"GSDMD",0.0424815567924144,7.73925328241509,0.546417436569378,0.600278604073136,0.793572860256183,-6.87213174987903,"Not Significant"
"ODF2L",-0.150409275849768,5.74748112365145,-0.546362047575418,0.600314861606884,0.793572860256183,-6.87216441389491,"Not Significant"
"PKP3",-0.091174775460118,7.43979119297588,-0.546354058695965,0.600320091211206,0.793572860256183,-6.87216912484691,"Not Significant"
"PYGO2-AS1",-0.030735500563746,6.27850958379026,-0.5463315774404,0.60033480781027,0.793572860256183,-6.87218238144764,"Not Significant"
"MICAL3",-0.0439719596304391,7.06089929031911,-0.546321592793806,0.600341343986951,0.793572860256183,-6.87218826896743,"Not Significant"
"PGRMC1",-0.0795601252423541,11.0179169712255,-0.545616531760453,0.600802991018559,0.794040192592585,-6.87260376176545,"Not Significant"
"TMEM8B",-0.0235934161976674,6.99061470751097,-0.545581195174129,0.600826133152294,0.794040192592585,-6.87262457257462,"Not Significant"
"GRAMD2B",-0.0839900391997297,10.7044537982335,-0.545525420888312,0.600862661040767,0.794040192592585,-6.87265741724098,"Not Significant"
"NKAIN4",-0.0733838693543536,6.26341063906681,-0.545469284888791,0.600899427045045,0.794040192592585,-6.87269047177948,"Not Significant"
"CCDC9B",0.0726492795401024,7.12639814342577,0.545296650529306,0.601012500767959,0.794055283629089,-6.87279210428715,"Not Significant"
"ECHDC2",0.127722411903975,7.38673277034132,0.54529570309296,0.60101312136094,0.794055283629089,-6.87279266197543,"Not Significant"
"PSME4",0.0953866320963748,8.17489324936377,0.545124609907796,0.60112519712096,0.79413578874377,-6.87289335765023,"Not Significant"
"SLC4A8",0.083406240356636,5.88444228302268,0.544919631169102,0.601259484820202,0.794141613573461,-6.87301395794101,"Not Significant"
"RETNLB",0.0804665994030733,5.90096297551229,0.544905619611855,0.601268664806228,0.794141613573461,-6.87302220018051,"Not Significant"
"KLF13",-0.116229993874674,8.41402738597724,-0.544883688033679,0.601283033924728,0.794141613573461,-6.87303510094538,"Not Significant"
"SPEN",0.0198174059338827,7.77070621611499,0.544720157060804,0.601390181941695,0.79421557621965,-6.8731312792731,"Not Significant"
"C1orf174",-0.0728897425026602,8.31799790401797,-0.544369945846602,0.601619680669143,0.794451092901646,-6.87333716098866,"Not Significant"
"TMPRSS2",-0.0354929605741194,6.63431090830697,-0.544250549107228,0.601697934050545,0.794486863940209,-6.87340732378902,"Not Significant"
"GAS1RR",0.0745818326104191,6.74074619144572,0.543856466961906,0.601956257261933,0.794703259997306,-6.87363880280838,"Not Significant"
"CLRN1",0.0649295406553243,6.5507921128292,0.543844386187803,0.60196417723392,0.794703259997306,-6.87364589645609,"Not Significant"
"RABGAP1L",0.057459487363551,6.98587501713667,0.543665568770204,0.602081413838488,0.79472657108239,-6.87375087828563,"Not Significant"
"MED4",0.130709342418399,7.20207103737508,0.543661326757786,0.602084195145108,0.79472657108239,-6.87375336833869,"Not Significant"
"SNX12",0.0309483449019794,8.96235829619292,0.54329171968522,0.602326557536095,0.794978902288184,-6.87397025794382,"Not Significant"
"PRKCQ",0.0456170756389129,5.95182345648732,0.543030398247715,0.602497945770997,0.795137523536634,-6.87412352193999,"Not Significant"
"PHKA2",0.0414407071179905,6.30118362766589,0.542940244778539,0.602557079262474,0.79514798392009,-6.87417638076243,"Not Significant"
"PNMT",0.0706302101128777,6.66920134879598,0.542731930328895,0.602693728990235,0.795260726016346,-6.87429848871421,"Not Significant"
"TTC9C",-0.0491314036657808,9.38885397058202,-0.542633167741095,0.602758520966617,0.795278639949837,-6.87435636535275,"Not Significant"
"PSMA5",0.0940596254462491,8.87955035293446,0.542375022736168,0.602927891658792,0.795434520108558,-6.87450759688473,"Not Significant"
"TMEM86A",-0.0417963124433536,6.44458904979057,-0.541925748573477,0.603222725043115,0.795635116905605,-6.87477064056008,"Not Significant"
"BACE2",0.12591016448283,9.0259234575946,0.541908833030419,0.603233827290222,0.795635116905605,-6.87478054042954,"Not Significant"
"GPANK1",-0.0780957628342769,9.30795499979401,-0.54185619757383,0.603268374441975,0.795635116905605,-6.87481134364936,"Not Significant"
"ARHGAP21",-0.022127882354809,8.4136082973328,-0.541831026051536,0.603284896087493,0.795635116905605,-6.8748260734997,"Not Significant"
"HDC",0.0418060949022525,6.38715491091576,0.541732540385391,0.603349540751463,0.795652795650847,-6.87488369917081,"Not Significant"
"EDIL3",-0.142802045178923,11.0016103269428,-0.541638462344719,0.603411295815712,0.795666661126561,-6.87493873680658,"Not Significant"
"RRP12",0.0395835438285825,6.76620937135898,0.541283307045953,0.603644459076947,0.795823531582405,-6.87514643036533,"Not Significant"
"H1-7",0.0415032610658574,5.87763934571896,0.541267393484629,0.603654907643012,0.795823531582405,-6.87515573360686,"Not Significant"
"TAF5",-0.146765221171735,6.5966640469198,-0.541187381694958,0.603707443469507,0.795823531582405,-6.87520250553375,"Not Significant"
"PTPRS",0.0679234324893203,7.32635935193088,0.541145010478356,0.603735265458573,0.795823531582405,-6.87522727158352,"Not Significant"
"CD74",-0.0930887816310531,6.32026078403158,-0.541055829913608,0.603793825892761,0.795833165984449,-6.87527939191173,"Not Significant"
"ANXA8L1",-0.105852974822959,7.27450238252551,-0.540390723892045,0.604230664885976,0.79627690846588,-6.87566785287116,"Not Significant"
"IL32",-0.134843086327042,6.92818061784548,-0.540350270968856,0.604257239722318,0.79627690846588,-6.87569146547637,"Not Significant"
"AHCTF1",0.0963713762123124,7.6955643995094,0.540240912248145,0.60432908417618,0.79627690846588,-6.87575529059833,"Not Significant"
"MED13",-0.0261232424098576,8.233404561648,-0.540230977860699,0.604335610913858,0.79627690846588,-6.87576108802035,"Not Significant"
"UBAP2",0.0273331130392087,9.55931574250891,0.539751665446127,0.604650556999674,0.796624287212875,-6.87604068359956,"Not Significant"
"KCTD1",-0.106642738069883,8.85464940928397,-0.53957023952297,0.604769791302076,0.79664829235377,-6.87614645414788,"Not Significant"
"PFDN4",0.037002823354733,8.34852503355489,0.539567814305845,0.604771385256713,0.79664829235377,-6.87614786781613,"Not Significant"
"TASL",-0.0363299576983653,6.52657104449929,-0.53941480707182,0.604871952633939,0.796713180125525,-6.8762370444107,"Not Significant"
"PSTK",-0.0246101635720484,7.01234961998869,-0.539205309697533,0.605009664060822,0.796826977399189,-6.87635910692186,"Not Significant"
"CRACR2B",-0.0636346724514762,7.10123266220965,-0.538835383520954,0.605252873444825,0.797038138195564,-6.87657453512689,"Not Significant"
"CREG1",0.17154611207361,11.174402799103,0.538750233217377,0.605308863314722,0.797038138195564,-6.87662410340041,"Not Significant"
"CD99P1",0.0765443650838913,7.15098680121268,0.538626312487929,0.605390351351324,0.797038138195564,-6.87669622800841,"Not Significant"
"CAV1",-0.0715178786140491,13.6303681174986,-0.538619895667396,0.605394571098082,0.797038138195564,-6.87669996232134,"Not Significant"
"PARAIL",0.0497515600500771,6.76122199084219,0.538500396203686,0.605473157696062,0.797038138195564,-6.87676949832497,"Not Significant"
"RGS7",-0.163188943660742,8.20911471339579,-0.538493082762049,0.605477967423678,0.797038138195564,-6.87677375350741,"Not Significant"
"TIAM2",-0.0875095356252498,6.19873851160184,-0.538259077684202,0.605631873118674,0.797173156377619,-6.87690987649625,"Not Significant"
"LINC00330",0.0551482425816303,5.98055572771808,0.538159508660698,0.605697366305165,0.79719178708142,-6.87696778011885,"Not Significant"
"RABGEF1P1",0.0470999246072861,7.66473263257694,0.537883665854113,0.605878826473853,0.797363032247309,-6.8771281425925,"Not Significant"
"FAIM2",0.0435170223065162,6.7149350388902,0.537615428468101,0.606055311623705,0.797435787147542,-6.87728401053695,"Not Significant"
"FYB1",0.0559299890790719,5.74410340970853,0.537591629399724,0.606070971414433,0.797435787147542,-6.87729783626895,"Not Significant"
"MORF4L1",0.0245779224632976,12.8842699151081,0.537565486624135,0.606088173616389,0.797435787147542,-6.87731302289061,"Not Significant"
"NCAN",-0.0362617251268471,6.00490785371456,-0.537272251546464,0.60628114320355,0.797614233358236,-6.8774833194188,"Not Significant"
"AAK1",0.0284855583424424,7.72505401877343,0.53715844433349,0.606356045384783,0.797614233358236,-6.87754938985434,"Not Significant"
"SMARCD1",-0.0543780582836098,7.11761338772075,-0.537096533917753,0.606396793800009,0.797614233358236,-6.87758532631083,"Not Significant"
"LOC105373334",0.0404972640100443,6.57492473547491,0.536954660756411,0.606490177942611,0.797614233358236,-6.87766766337788,"Not Significant"
"PECAM1",-0.0537504244107536,6.38537719888544,-0.536916217485194,0.606515483512814,0.797614233358236,-6.87768997072271,"Not Significant"
"IGKV1OR1-1",-0.0434421500145188,6.59655331982343,-0.536891129513518,0.606531998164223,0.797614233358236,-6.87770452763531,"Not Significant"
"PMS1",0.162271989504973,7.88308327089484,0.535953120026447,0.607149635211147,0.798358839491802,-6.87824834068532,"Not Significant"
"PRDM16-DT",0.0844656947597819,7.88839729764304,0.535798712713475,0.607251337922863,0.798424959802389,-6.87833777413544,"Not Significant"
"VWA5B2",-0.0614950812246837,6.56996439514677,-0.535305997026414,0.607575933850148,0.798734192400753,-6.87862299758973,"Not Significant"
"CEACAM4",-0.0523002329876388,6.6114438593839,-0.535245436431334,0.607615836973979,0.798734192400753,-6.87865803813511,"Not Significant"
"DDX23",0.0253962752068624,7.29622189408361,0.535200904091354,0.607645180046437,0.798734192400753,-6.87868380233692,"Not Significant"
"G3BP2",0.058302783663347,8.77588047550702,0.535122021415548,0.607697158975899,0.798734192400753,-6.87872943505765,"Not Significant"
"ARFGAP1",-0.0424911601221574,9.0660275400963,-0.535017070025693,0.607766319323061,0.798734192400753,-6.87879013855682,"Not Significant"
"TMEM250",-0.0857529189418393,10.6177992220868,-0.53494274519032,0.607815300094344,0.798734192400753,-6.87883312108862,"Not Significant"
"ARID3B",0.0294490885718508,6.70625043911834,0.534830200771351,0.607889471972711,0.798734192400753,-6.87889819570749,"Not Significant"
"PRSS50",0.0343184454813885,6.09524802864338,0.534737476198484,0.60795058532829,0.798734192400753,-6.87895180069501,"Not Significant"
"LOC100506274",-0.102321638515667,6.33498323042419,-0.534592134939646,0.608046384184835,0.798734192400753,-6.87903580655631,"Not Significant"
"WNK2",0.0349936697332396,6.47018872198436,0.53453961909207,0.608081000976528,0.798734192400753,-6.87906615500491,"Not Significant"
"IFT25",0.107872843537173,9.98892210997813,0.53451645156249,0.608096272618503,0.798734192400753,-6.87907954243819,"Not Significant"
"COPB1",0.0346372157723707,12.3569153678924,0.534505050378703,0.608103788160851,0.798734192400753,-6.87908613045215,"Not Significant"
"LOC100289518",0.0363522078090845,5.75898028057975,0.533936494524329,0.608478637577962,0.799158951561414,-6.87941449710132,"Not Significant"
"TTTY11",0.0750759517412325,6.49046187060599,0.53374627912833,0.608604074461233,0.799200284369952,-6.87952428268058,"Not Significant"
"EPG5",0.0545581631796583,7.92187198642101,0.533718881260877,0.608622143033469,0.799200284369952,-6.87954009276708,"Not Significant"
"DIMT1",0.0294430410643542,11.0392492669822,0.533654635743004,0.60866451332812,0.799200284369952,-6.87957716303458,"Not Significant"
"SYN2",-0.036448095207728,6.16950054277947,-0.533187377931727,0.608972720205023,0.799537363603922,-6.87984665059059,"Not Significant"
"DISC1",0.0765049051378952,5.92771058318422,0.532684586915236,0.609304458540167,0.799905278340524,-6.88013638694493,"Not Significant"
"CBFB",0.0243024796859874,9.01495896582929,0.532535519124038,0.609402831142829,0.799961187612591,-6.88022223939493,"Not Significant"
"ZNF48",0.0491532434958053,8.18723423164189,0.532463924992913,0.60945008046477,0.799961187612591,-6.88026346459586,"Not Significant"
"SEC61A1",-0.0593344668699167,10.395599802558,-0.532107984988148,0.609685016063827,0.800201921176495,-6.88046834493447,"Not Significant"
"TGFB2",0.0508635193716493,6.57483554665227,0.531810388782586,0.609881479495799,0.800392124206454,-6.88063954474573,"Not Significant"
"LINC02504",-0.0347233105660898,6.11803629595225,-0.531663114852727,0.609978717540071,0.800405812184983,-6.88072423494041,"Not Significant"
"DHRS4",0.0400901980076824,8.89362053486373,0.531638453051541,0.609995001377968,0.800405812184983,-6.88073841463414,"Not Significant"
"HOXD9",0.0206913374935533,6.56284564700672,0.531129378816005,0.610331187857009,0.800716164747348,-6.88103097851223,"Not Significant"
"MESP1",0.0258476617666519,6.64648131115503,0.531124129133597,0.610334655200259,0.800716164747348,-6.88103399413772,"Not Significant"
"SYT12",-0.0194432712160575,6.35436500606602,-0.530852488752567,0.61051408432732,0.800883898068313,-6.88118999735833,"Not Significant"
"NME3",-0.083067781501736,9.32099500359724,-0.530604527627809,0.610677897004314,0.800930051737011,-6.8813323368608,"Not Significant"
"C2CD2L",-0.0718611709564989,7.68026382595351,-0.530596996669036,0.61068287261368,0.800930051737011,-6.88133665896287,"Not Significant"
"CSMD2",-0.0842501657812491,6.32585675623879,-0.530493675326649,0.610751137908453,0.800930051737011,-6.88139595049214,"Not Significant"
"CD55",-0.154206180447618,9.97094474063818,-0.530423098686338,0.610797770843444,0.800930051737011,-6.8814364451264,"Not Significant"
"SERPINH1",0.105227077848854,11.8573511823682,0.530408880025615,0.610807165936997,0.800930051737011,-6.88144460273661,"Not Significant"
"FLAD1",0.0780506233008644,8.58041722011226,0.530322515716433,0.610864233503091,0.800937247136367,-6.88149414779148,"Not Significant"
"ETFDH",0.155614786088779,7.58713986893457,0.529716301496815,0.611264886221812,0.801351566330594,-6.88184170687763,"Not Significant"
"PIM2",0.0574694960110964,6.72546821126972,0.529681289394722,0.611288030338232,0.801351566330594,-6.8818617689873,"Not Significant"
"DBP",-0.0414317831191138,6.73077527209015,-0.529533064368616,0.611386016993275,0.801351566330594,-6.8819466890212,"Not Significant"
"LINC02987",-0.0489111726286184,7.26259596680742,-0.529442872644663,0.611445643858485,0.801351566330594,-6.88199835022051,"Not Significant"
"LBHD1",0.0520988157755973,9.93746047829356,0.52942886794423,0.611454902817782,0.801351566330594,-6.88200637128332,"Not Significant"
"KRT8P12",0.0250029340968698,6.40931767212223,0.52937597833335,0.611489870521072,0.801351566330594,-6.88203666154143,"Not Significant"
"ZNF587B",0.0556277208343712,7.8477223696204,0.529038155949997,0.611713245293238,0.801540882714069,-6.88223006850093,"Not Significant"
"FEM1A",0.0730230933610976,7.69159176139198,0.528926060501188,0.611787374618532,0.801540882714069,-6.88229421900709,"Not Significant"
"ASXL3",-0.0855379232765232,6.4956405913403,-0.528923315481938,0.6117891899747,0.801540882714069,-6.88229578978106,"Not Significant"
"CCNT1",0.0307298869654833,8.31182609015069,0.528734729062206,0.611913914203259,0.8016366539904,-6.8824036858744,"Not Significant"
"TLR3",0.263801355480799,6.50399252237246,0.528393811375397,0.61213941923239,0.801864425665645,-6.88259864462949,"Not Significant"
"TOMM40L",0.0342174133268234,8.90767350418811,0.528248245357743,0.612235719518373,0.801920639411121,-6.88268185308017,"Not Significant"
"POMGNT1",-0.0590036228449584,9.15083055596115,-0.528095172486762,0.612336994730353,0.801920639411121,-6.88276932961493,"Not Significant"
"MSH2",-0.154315255062777,8.27293754184202,-0.528074711259131,0.612350532849236,0.801920639411121,-6.88278102080487,"Not Significant"
"FLRT1",0.0494048042942987,6.1933700209192,0.527984524540127,0.612410206562139,0.801920639411121,-6.8828325469115,"Not Significant"
"MEF2C",0.0581897872364605,7.4701324060333,0.527892052167889,0.612471395837553,0.801920639411121,-6.88288537038027,"Not Significant"
"DNM3",0.0747339287961379,5.95997351711452,0.527820819467444,0.612518532972921,0.801920639411121,-6.88292605513831,"Not Significant"
"ANKDD1A",0.0392309438398089,5.834608444625,0.527782581426799,0.612543837200883,0.801920639411121,-6.88294789279827,"Not Significant"
"BTBD3",-0.0336192331301906,8.6133771768706,-0.527596425497725,0.612667034838086,0.801962505237761,-6.88305418502883,"Not Significant"
"TBX6",-0.0712697166108773,6.42334030610336,-0.52757818256907,0.612679108683382,0.801962505237761,-6.88306459959099,"Not Significant"
"DUSP14",0.02097952857096,11.3475698637012,0.527435963494976,0.612773238874727,0.802018109680274,-6.88314577844339,"Not Significant"
"MCOLN1",-0.0504742775198874,8.85720743010502,-0.527179603424036,0.612942934740682,0.802172599296528,-6.8832920577499,"Not Significant"
"LOC105376689",0.0869371233262015,6.43772333963175,0.527046212533762,0.613031241859756,0.802220556514267,-6.88336814457209,"Not Significant"
"ATP6V0B",-0.125059799711964,11.9758168914666,-0.526652416060438,0.613291981562445,0.802494134128393,-6.88359266359058,"Not Significant"
"PCTP",0.0651366007330658,7.95054540625304,0.526456109202136,0.613421981886162,0.802589079031387,-6.88370452765284,"Not Significant"
"MTCL3",-0.0941867869982103,5.91504477772497,-0.526386753736216,0.613467914671789,0.802589079031387,-6.88374404009979,"Not Significant"
"SLC25A13",-0.0860698299960259,6.90048434130137,-0.526226609535971,0.613573982070677,0.802660218499871,-6.88383525723102,"Not Significant"
"GJA4",-0.0399229332099686,6.4705204504059,-0.525987842113868,0.61373214164779,0.802799485764205,-6.8839712097278,"Not Significant"
"PET100",-0.0595206696815769,10.9324412337822,-0.525905638673934,0.613786598233747,0.802803091086053,-6.8840180025127,"Not Significant"
"TTC7B",-0.0886216531344353,8.95223544066218,-0.525575852518403,0.61400509456843,0.803021233762198,-6.88420565879134,"Not Significant"
"KCNE5",0.0565984022951884,5.71280161811144,0.525414323553923,0.614112128954118,0.80309357742964,-6.88429753272518,"Not Significant"
"SMOC1",0.0661673548978658,6.91893034278694,0.525180314808778,0.614267208395979,0.803225770337856,-6.8844305848885,"Not Significant"
"ARB2A",-0.106161765174953,8.31253682436382,-0.525009061330736,0.614380712604543,0.803225770337856,-6.88452792086644,"Not Significant"
